Parameter,Value
Generation,2
Best Fitness,0.34043786799672038
Genome,"[3, 1, 3]"

Frequency,T,R,L
0.055,0.7296028646608691,0.08304122044623927,0.18735591489289163
0.05550505050505051,0.7233587659310875,0.08900024219431846,0.18764099187459404
0.05601010101010101,0.7167625335142902,0.09550309421904787,0.18773437226666193
0.05651515151515152,0.7097999095823219,0.10255910416422875,0.18764098625344938
0.05702020202020202,0.7024381135343525,0.11017213489461265,0.18738975157103488
0.05752525252525253,0.6946271862265537,0.11834447632482976,0.18702833744861652
0.05803030303030303,0.6863037384211432,0.12707866115026858,0.1866176004285882
0.05853535353535354,0.6773960091469783,0.13637741005049375,0.18622658080252796
0.05904040404040404,0.6678294428496087,0.14624208966724858,0.18592846748314276
0.05954545454545455,0.6575322937057612,0.1566701345556699,0.18579757173856895
0.06005050505050505,0.6464410022412824,0.16765188613070706,0.18590711162801052
0.06055555555555556,0.6345052349717653,0.1791672731714641,0.18632749185677064
0.061060606060606065,0.6216925296335255,0.19118272364220062,0.18712474672427387
0.06156565656565657,0.6079924631414496,0.2036486664975278,0.18835887036102258
0.062070707070707075,0.5934201850035695,0.21649795190412482,0.19008186309230565
0.06257575757575758,0.5780190697067312,0.22964547692216877,0.1923354533711
0.06308080808080808,0.5618621728060177,0.2429892356449794,0.1951485915490029
0.06358585858585859,0.5450521587227459,0.25641290571933617,0.1985349355579179
0.06409090909090909,0.52771942601659,0.26978993416297176,0.2024906398204382
0.0645959595959596,0.5100182953288044,0.2829889055072501,0.20699279916394553
0.0651010101010101,0.4921213334634335,0.2958797902290798,0.21199887630748665
0.06560606060606061,0.4742121306731208,0.3083405171998802,0.21744735212699895
0.06611111111111112,0.4564770785445097,0.32026322754696446,0.22325969390852585
0.06661616161616161,0.4390968610299275,0.3315595754499371,0.2293435635201354
0.06712121212121212,0.42223843079265067,0.3421645502049384,0.23559701900241092
0.06762626262626263,0.40604818092849615,0.35203848544469524,0.2419133336268086
0.06813131313131314,0.3906468515234618,0.3611671578242824,0.24818599065225583
0.06863636363636363,0.3761264696689006,0.369560111844126,0.25431341848697336
0.06914141414141414,0.36254936160900025,0.37724753715468035,0.26020310123631935
0.06964646464646465,0.3499490456486579,0.3842761420806673,0.2657748122706748
0.07015151515151516,0.33833264901356325,0.39070450436128484,0.27096284662515197
0.07065656565656567,0.32768440566882573,0.39659834721332143,0.27571724711785284
0.07116161616161616,0.3179697808653981,0.4020261071698171,0.2800041119647848
0.07166666666666667,0.309139814552925,0.4070550546862027,0.2838051307608724
0.07217171717171718,0.30113535691928767,0.41174812130203536,0.287116521778677
0.07267676767676767,0.2938909633087162,0.4161614936754385,0.2899475430158453
0.07318181818181818,0.2873383057530249,0.42034296307321906,0.29231873117375606
0.07368686868686869,0.281409033899027,0.42433097055884683,0.29425999554212623
0.0741919191919192,0.27603707477949785,0.42815426054067374,0.29580866467982847
0.0746969696969697,0.2711603986804296,0.4318320437393551,0.2970075575802153
0.07520202020202021,0.26672230005172937,0.4353745697681617,0.29790313018010894
0.07570707070707071,0.2626722519390226,0.43878401479169543,0.298543733269282
0.07621212121212122,0.25896639383380876,0.44205559770211905,0.29897800846407224
0.07671717171717173,0.25556770965511516,0.4451788467647787,0.2992534435801061
0.07722222222222222,0.25244594745308646,0.44813894669557247,0.29941510585134107
0.07772727272727273,0.24957732713220274,0.4509181034345674,0.2995045694332299
0.07823232323232324,0.24694407799425067,0.4534968707837296,0.29955905122201976
0.07873737373737374,0.24453384452300955,0.45585539010546033,0.29961076537153014
0.07924242424242425,0.24233899644801488,0.45797450192825995,0.2996865016237251
