Parameter,Value
Generation,15
Best Fitness,0.8181264175438372
Genome,"[2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 0, 1, 1, 2, 1, 0, 0, 2, 2, 3, 1, 0, 2, 2, 2, 2, 2, 3]"

Frequency,T,R,L
0.055,0.4421835725148574,0.11480010918054448,0.4430163183045981
0.05550505050505051,0.40051302566860564,0.1543671675257454,0.445119806805649
0.05601010101010101,0.35275498641754865,0.1997027693162907,0.4475422442661606
0.05651515151515152,0.3018558262183028,0.24992630826000017,0.44821786552169696
0.05702020202020202,0.2509669976495344,0.3039168964467479,0.44511610590371775
0.05752525252525253,0.20287423328139553,0.3603952604721467,0.43673050624645776
0.05803030303030303,0.15964757558883355,0.4180287225643512,0.4223237018468152
0.05853535353535354,0.1225146971037933,0.47553383221266704,0.4019514706835397
0.05904040404040404,0.09191013254204286,0.5317593088436249,0.3763305586143323
0.05954545454545455,0.06763330532055502,0.5857410530229835,0.3466256416564615
0.06005050505050505,0.049050962490822206,0.6367285259732182,0.31422051153595965
0.06055555555555556,0.03529493950801398,0.6841867025489801,0.28051835794300595
0.061060606060606065,0.025425399431724137,0.7277800955469288,0.24679450502134703
0.06156565656565657,0.018547048634138006,0.7673456542185493,0.2141072971473127
0.062070707070707075,0.013878534372658919,0.8028604466357383,0.18326101899160274
0.06257575757575758,0.010782751122800275,0.8344086277525459,0.15480862112465388
0.06308080808080808,0.008768904648999546,0.8621507405959681,0.12908035475503232
0.06358585858585859,0.00747720314128229,0.8862971491843542,0.10622564767436349
0.06409090909090909,0.006655266476657066,0.9070864469844345,0.08625828653890844
0.0645959595959596,0.006132824590945945,0.9247690127224578,0.06909816268659619
0.0651010101010101,0.005798747965509195,0.9395954395587793,0.0546058124757115
0.06560606060606061,0.005582346177503951,0.9518092794944709,0.04260837432802511
0.06611111111111112,0.005439365839319441,0.9616433706275744,0.03291726353310609
0.06661616161616161,0.005342220245331441,0.9693189184306874,0.02533886132398111
0.06712121212121212,0.005273582536467142,0.9750464687721387,0.01967994869139411
0.06762626262626263,0.0052224160256215185,0.9790279349812893,0.01574964899308917
0.06813131313131314,0.00518164378848669,0.981458920596119,0.01335943561539421
0.06863636363636363,0.0051468523550320154,0.9825307062793929,0.012322441365575143
0.06914141414141414,0.005115606228157468,0.9824314307898118,0.012452962982030802
0.06964646464646465,0.005087090081467958,0.9813461749508579,0.013566734967674243
0.07015151515151516,0.005061893279613699,0.9794558369951416,0.01548226972524469
0.07065656565656567,0.005041819895453886,0.9769348530853617,0.01802332701918441
0.07116161616161616,0.005029660156592801,0.9739479584235913,0.02102238141981594
0.07166666666666667,0.005028903398903554,0.9706462967559197,0.02432479984517666
0.07217171717171718,0.005043408310326132,0.967163266802765,0.027793324886908888
0.07267676767676767,0.005077069729774592,0.963610541922649,0.031312388347576325
0.07318181818181818,0.005133528751698643,0.9600747127971818,0.03479175845111959
0.07368686868686869,0.0052159635887452415,0.9566149803701102,0.03816905604114462
0.0741919191919192,0.005326975917395141,0.9532622661884356,0.04141075789416926
0.0746969696969697,0.005468558210329188,0.9500200097006594,0.04451143208901143
0.07520202020202021,0.005642100644632859,0.9468667899657991,0.04749110938956802
0.07570707070707071,0.005848380022715311,0.9437607497767294,0.05039087020055533
0.07621212121212122,0.006087473741978182,0.9406456252329114,0.05326690102511045
0.07671717171717173,0.006358561122668972,0.937458009403988,0.05618342947334298
0.07722222222222222,0.006659609448811364,0.9341353238665026,0.05920506668468606
0.07772727272727273,0.006986985450590871,0.9306238561407514,0.062389158408657774
0.07823232323232324,0.007335074050173366,0.9268861618075696,0.06577876414225703
0.07873737373737374,0.0076960135489756816,0.9229071397452722,0.06939684670575219
0.07924242424242425,0.008059660582675569,0.9186981725397317,0.07324216687759266
0.07974747474747476,0.008413874346024617,0.9142988779731638,0.07728724768081163
0.08025252525252526,0.008745159585087342,0.9097762289847773,0.08147861143013535
0.08075757575757576,0.009039640358178704,0.9052210483076414,0.08573931133417989
0.08126262626262627,0.009284265674727623,0.9007421444148482,0.08997358991042415
0.08176767676767677,0.00946809020499426,0.896458599387762,0.09407331040724376
0.08227272727272728,0.009583442886262531,0.8924909196815468,0.09792563743219063
0.08277777777777778,0.009626802266936301,0.8889518942558973,0.10142130347716638
0.08328282828282829,0.00959924026017545,0.8859380542661791,0.10446270547364545
0.0837878787878788,0.009506367127213818,0.8835225856334403,0.1069710472393458
0.0842929292929293,0.009357794453964697,0.8817504105137374,0.10889179503229796
0.0847979797979798,0.00916621097665107,0.8806359354707747,0.11019785355257428
0.08530303030303031,0.008946221452299594,0.880163681572527,0.11089009697517338
0.08580808080808082,0.00871312066055496,0.8802916914321075,0.11099518790733753
0.08631313131313131,0.00848176130820839,0.8809572838402236,0.11056095485156792
0.08681818181818182,0.008265633446651757,0.8820844358920351,0.10964993066131312
0.08732323232323233,0.008076217989293654,0.883591854237922,0.10833192777278433
0.08782828282828284,0.007922624188266359,0.8854006868214533,0.10667668899028027
0.08833333333333335,0.0078114837571589485,0.8874408512398078,0.10474766500303334
0.08883838383838386,0.007747058977475624,0.8896551286168646,0.1025978124056598
0.08934343434343435,0.00773152613464382,0.892000486306121,0.10026798755923516
0.08984848484848486,0.007765409091865432,0.8944465195644613,0.09778807134367329
0.09035353535353535,0.007848147457045901,0.896971388252352,0.09518046429060212
0.09085858585858586,0.007978778592922679,0.8995560949499174,0.09246512645715987
0.09136363636363637,0.008156689091874161,0.9021783167459407,0.0896649941621851
0.09186868686868688,0.008382356051006803,0.904807173041608,0.08681047090738525
0.09237373737373739,0.008657967753299467,0.907400208007807,0.08394182423889363
0.0928787878787879,0.00898780795006467,0.9099034422508386,0.08110874979909666
0.0933838383838384,0.009378325432676391,0.9122546065115579,0.07836706805576577
0.0938888888888889,0.009837897206477896,0.9143886774103043,0.07577342538321785
0.0943939393939394,0.010376418512368313,0.9162437291662959,0.07337985232133581
0.0948989898989899,0.011004987559870203,0.9177641017856817,0.07123091065444809
0.09540404040404041,0.011736055990349048,0.9188972229246664,0.06936672108498465
0.09590909090909092,0.012584444422884733,0.9195803852512683,0.06783517032584696
0.09641414141414142,0.013569542840527162,0.9197146260205625,0.06671583113891033
0.09691919191919193,0.014718815800587773,0.91912475074377,0.06615643345564226
0.09742424242424244,0.016072426237233713,0.9175075131604209,0.0664200606023454
0.09792929292929294,0.01768841665401441,0.9143738289490914,0.0679377543968942
0.09843434343434344,0.01964749643170074,0.9089952288887779,0.07135727467952135
0.09893939393939395,0.02205613852536119,0.9003688454192597,0.0775750160553792
0.09944444444444445,0.02504644723194645,0.8872181218941443,0.08773543087390923
0.09994949494949495,0.028771180384821165,0.868047010925637,0.10318180868954185
0.10045454545454546,0.03339246134427808,0.8412625346055073,0.12534500405021465
0.10095959595959597,0.03906318127840831,0.8053732557625454,0.15556356295904628
0.10146464646464648,0.04590096615684342,0.7592589808324465,0.19484005301071006
0.10196969696969699,0.0539559480796651,0.7024902308876605,0.24355382103267442
0.10247474747474748,0.06317544986783526,0.6356561941179127,0.30116835601425196
0.10297979797979799,0.07337092787222743,0.5606399600720965,0.3659891120556761
0.10348484848484849,0.08419475259489927,0.48076429735555387,0.43504095004954685
0.103989898989899,0.09513600181321212,0.4007258128221118,0.504138185364676
0.1044949494949495,0.10554453866277752,0.32624634352308685,0.5682091178141355
0.10500000000000001,0.11469034711109703,0.2634035276811511,0.6219061252077518
