Parameter,Value
Generation,3
Best Fitness,0.79440078859739871
Genome,"[2, 2, 2, 2, 2, 0, 2, 1, 1, 0, 1, 1, 0, 2]"

Frequency,T,R,L
0.055,0.17437733021423543,0.371491131415547,0.4541315383702176
0.05550505050505051,0.16496660118537562,0.3741605744869331,0.4608728243276913
0.05601010101010101,0.15880349054259507,0.3775707161395437,0.4636257933178613
0.05651515151515152,0.15492791036144668,0.38207750032607296,0.46299458931248033
0.05702020202020202,0.15255459283156192,0.3879312294922964,0.45951417767614167
0.05752525252525253,0.15106927601998718,0.3953010537844826,0.4536296701955302
0.05803030303030303,0.1500086287244653,0.40429520649565515,0.44569616477987956
0.05853535353535354,0.1490325220286477,0.41497551788192855,0.43599196008942376
0.05904040404040404,0.14789527380008488,0.4273661989563941,0.42473852724352096
0.05954545454545455,0.14642038172114416,0.4414577332219585,0.41212188505689734
0.06005050505050505,0.14448118730140377,0.4572071303915279,0.3983116823070683
0.06055555555555556,0.14198810290612726,0.47453593497116847,0.38347596212270424
0.061060606060606065,0.13888167026414444,0.4933273598155316,0.36779096992032395
0.06156565656565657,0.13512988814890736,0.5134238048961647,0.35144630695492796
0.062070707070707075,0.13072793283660916,0.5346258594706556,0.33464620769273534
0.06257575757575758,0.1256985063599037,0.5566936755590379,0.3176078180810584
0.06308080808080808,0.12009145258206273,0.5793513293517519,0.3005572180661853
0.06358585858585859,0.11398183597922508,0.6022944426560796,0.28372372136469537
0.06409090909090909,0.10746624839795595,0.6252009233768957,0.26733282822514837
0.0645959595959596,0.10065758592865491,0.647744234785764,0.25159817928558104
0.0651010101010101,0.09367885016169714,0.6696081794226992,0.23671297041560357
0.06560606060606061,0.08665664996533515,0.6905018643268969,0.22284148570776796
0.06611111111111112,0.07971503196605313,0.7101733757315283,0.2101115923024186
0.06661616161616161,0.07297010630798838,0.7284207800285031,0.19860911366350853
0.06712121212121212,0.06652573139877219,0.7450993815314108,0.1883748870698171
0.06762626262626263,0.06047034240408095,0.7601246505403036,0.17940500705561535
0.06813131313131314,0.054874892304098276,0.7734707914466347,0.17165431624926708
0.06863636363636363,0.04979182681767844,0.7851654410177711,0.16504273216455045
0.06914141414141414,0.04525501316680805,0.7952813796535629,0.15946360717962904
0.06964646464646465,0.04128055291877924,0.8039263507578331,0.15479309632338767
0.07015151515151516,0.037868401447368034,0.8112321095028202,0.15089948904981176
0.07065656565656567,0.035004678330984335,0.8173436953755511,0.14765162629346462
0.07116161616161616,0.03266449154930736,0.8224096985485163,0.1449258099021763
0.07166666666666667,0.03081503521540421,0.826574027860229,0.14261093692436677
0.07217171717171718,0.02941868134603502,0.8299694374480576,0.1406118812059074
0.07267676767676767,0.028435790033126077,0.8327128619735287,0.1388513479933452
0.07318181818181818,0.02782701532848365,0.8349024610438834,0.13727052362763292
0.07368686868686869,0.027554977226643147,0.8366161815519664,0.1358288412213905
0.0741919191919192,0.0275852824964372,0.837911602782323,0.13450311472123977
0.0746969696969697,0.027886982464736,0.8388268198037937,0.13328619773147032
0.07520202020202021,0.02843262998076776,0.8393821323181815,0.13218523770105073
0.07570707070707071,0.029198125191583275,0.8395823274963633,0.13121954731205343
0.07621212121212122,0.030162517685921007,0.8394193685468696,0.13041811376720935
0.07671717171717173,0.031307871471652614,0.8388753214972361,0.12981680703111131
0.07722222222222222,0.03261921966296873,0.8379253696364958,0.12945541070053546
0.07772727272727273,0.0340845623516747,0.8365407791866678,0.12937465846165752
0.07823232323232324,0.035694815704238,0.8346916931993151,0.12961349109644682
0.07873737373737374,0.03744361548362105,0.832349645853565,0.13020673866281396
0.07924242424242425,0.039326913773940944,0.8294897081786226,0.13118337804743652
0.07974747474747476,0.04134237086313644,0.8260921995542426,0.13256542958262096
0.08025252525252526,0.04348861348914865,0.822143926617425,0.13436745989342636
0.08075757575757576,0.045764482414681416,0.8176389406101574,0.13659657697516114
0.08126262626262627,0.04816840834423177,0.8125788330362879,0.1392527586194804
0.08176767676767677,0.05069802848769926,0.8069726147491474,0.1423293567631534
0.08227272727272728,0.05335009316809871,0.800836242615608,0.14581366421629327
0.08277777777777778,0.056120631164497156,0.7941918689824715,0.14968749985303131
0.08328282828282829,0.05900526872684635,0.7870668918948672,0.15392783937828647
